,tweet
523,윤석열 무식하다고 공격해봐야 쟤는 타격 없음 애초에 퍽이나 스마트한 인텔리라 지지율 나오는게 아닌데 뭐 이재명이 아니기 때문에 저 자리에 있는 애임 박근혜와 이명박근혜 싸움이라면 차라리 박근혜가 낫다고 생각하는 국민이 절반이야 
524, 대장동 의혹 김만배 남욱 정영학 기소 수천억 배임 공모 애네들이 배임이면 이재명도 배임이란 사실을 전국민이 다 안다 이제 
532, Jaemyung_Lee 문재앙은임기전에국민들한데약속한 검찰언론개혁을해야한다 이재명대통령한데미루면안된다 늙은구더기들은180석을주어도 지금까지아무것도못하고있다 초선김남국김용민박주민의원님 들이국민들을위해 들이일을 못하게하고오히려방해만한다 수박들은지금도이재명대통령을 대통령으로인정을안하고있다
544, Jaemyung_Lee 더 간절한 민익우선정책과 시원한 검찰개혁 청사진을 보여주세요 시간이 갈수록 국민의힘 당협위원장들의 기득권지키기와 정권교체 민심에 편승한 윤석열의 실체를 알게될 것이다 속았다는 사실을 알게되는 윤석열의 현 지지자들을 끓어안을 준비하세요 수단과 방법을 안가리고 모습 공작달인들이다
547,이재명 대선 승리의 책임만 남기고 완전히 새롭게 시작 논산선언 zzQWyU4ngX 처음으로 돌아가새롭게 시작 잘못했다 하고 부족한 건 부족했다 인정 낮은 자세로 새로 시작 선대위 역시 다시 시작 국민이 원하는 곳을 향해서 빠르게 달려감 uzFiVQbBqx
554, OhmyNews_Korea 금융실명제와 부동산실명제를 과감하게 실행함으로서 경제민주주의 초석을 다졌으니 현대사에 가장 빛나는 대통령으로 기억한다 위민의 그 높은 뜻을 이어받을 이재명 후보님의 국토보유세가 꼭 실행될수있도록 국민 모두의 뜻을 모아주시길 간절히 기원드립니다
577,민주당이 국민과 당원의 눈치도 보지 않고 아예 이재명당으로 만든다고 한다 지금껏 이런 경우는 없었다 위대한 김대중 노무현 문재인도 그러지 않았다 그런데 하물며 이재명이가 그렇게 한다고 한다 우려한대로 역시 이재명이는 하는구나 가슴이 찢어진다 
581, 전국민 선대위로 쇄신 청년층 끌어안고 외연 넓히는 이재명 다음뉴스 kYmg3X7YLP
597,선관위 이재명 비판한 진중권 인용 보도 제한 논란 뉴스 9 vPCeXdkagS 출처 YouTube 이쯤 되면 우리 국민이 무조건 정권교체해야겠네요 네 놈들이 우리 국민의 뜨거운 맛좀 봐야 정신 차리겠니 
611, TheMinjoo_Kr 복붙 나는 민주당 살릴 생각없다 이재명으로부터 나라만 지키면 된다 국민들은 진영논리를 떠나 국가의 안위를 위해서 투표를 해야 한다 그래서 이재명을_거부한다
634,국가와 국민의 재산 수백조를 갈취하는 온갖 조작질을 자행한 이재명을 띄우는 사람은 모두 공범이다 
640,여론에 일일희비할 시간이 없다 문제는 우리에게 있다는 성찰이다 자만하거나 오만하게 보이면 국민은 차가운 회초리를 든다는 것을 잊지 말아야 한다 이재명 억강부약 대동세상 이재명은합니다
665,화천대유는 누구꺼 국민의힘을 위한 국민의힘에 의한 국민의힘 게이트 국민의힘 윤석열 고발사주 국민의힘 윤석열 가족사기단 이재명 검찰 그 긴 시간 동안 뭐 했나 궁금 조건 없는 특검 빨리 하자 다음뉴스 r1fjkqPxgw
678, AumxzZcHFB 서울포스트논단 이재명당선 예측리뷰④ 지 형 형수한테 씹새끼 씨발년 등 욕설 한 이재명은 대통령 되어서는 안될 쌩양아치급 개잡놈 국민 서민 삶 챙길줄 알아 미래 아젠다에서 꿀만 빨고 살아온 윤석열보다 훨씬 낫다 2021 08 15 
686,국민이 판단하는데 비판을 이재명이 틀어 막자는 것에 진중권이 막가파도 아니고 경우가 있는데 HWQn0543IX
