,tweet
8392, ilove7wol saibiissaibi 이재명을 공부하면 할수록 이재명이 있을 자리는 감옥이랑게 변호사비 대장동 등등등 
8659, peace_hong 5 변호사비 대납 김영란법 위반 내지는 뇌물죄 6 조삼모사 늘 말바꾸고 우김 7 과거 이재명이 쓴 끔찍한 SNS 내용들 문재인 탄핵 클럽에 가입한적 있고 일베회원이었던점 8 친이재명 유투버들의 이낙연 대표 가짜뉴스로 모욕한 점에 이재명도 수박이라 동조
8705, 변호사비대납의혹 이재명_강제수사 v89VNt6h8D
9713,이재명 아픈 손가락 변호사비 대납의혹
10121, mbcnews amazonll1 이재명 이놈 벌써부터 정 디자금 가불해서 쓴거아녀 변호사비 대납 
10188,삼시세끼 이재명 바르게 알리기 트윗을 실천하려 합니다 매일 복붙합니다 전과4개 수천억 배임 혐의 재판거래 혐의 사법거래 혐의 변호사비대납 혐의 사기와 사칭 전과 쌍욕 녹음파일 다수 혜경궁 트윗70 집무실 
10324,이재명 변호사비 대납의혹 수사중인 검사 수사대상의 부하 2021 11 19 BUyXRuP5kb 출처 YouTube
10663, coreadokdolover dUm1I9eKXYBi0tK 아무리 나라가 썩었어도 이놈은 아니다 이런 놈이 어떻게 나라의 얼굴이 되느냐 찢빠들 정신 차려라 나라를 팔아먹어도 유만분수지 이런놈을 앞장세우냐 이재명 구속 윤석열 구속 wzEQQWAYbo 이재명의 급소는 변호사비 대납 의혹 출처 더불어 사 PVUHj8e8Mo
10758,원희룡도 이재명의 급소는 변호사비 대납이라고 수차례 언급했다 4pkR9v0qHC
11455, 7mzdpBckxrIhhye TheMinjoo_Kr 부정선거 사사오입 가짜예비후보 이재명 이재명_무지합니디 이재명_무능합니다 이재명_화천대유 이재명_대장동게이트 유동규_정진상_이재명은_한몸이다 이재명_변호사비대납 이재명_특검받아라_지금당장 이재명_특검_무기징역 이재명_절대_안찍는다
11475, 이재명을_공부하면_이재명_극혐_안티된다 윤석열 찍으면 역사의 죄인 되는 것이 아니라 주뎅이로는 공공선 외치며 사익에 몰두하는 양두구육_위선적_좌적폐 청소할 가능성 높아진다 좌적폐들이 개혁했다는 검찰 꼬라쥐봐라 대당동 수사 변호사비 의혹 수사 BBK수사하던 그 검찰로 회귀되엇따
11541, TheMinjoo_Kr 이재명 안 찍는다 대장동 배임 설계자 최종 결재자 43억 뇌물 뉴스 변호사비 대납의혹 이재명 구속하라
11906,김남국 이재명 대장동 변호사비 의혹 터졌을때 더 신나했다 XXQDUo1YdS
12201,김남국 이재명 대장동 변호사비 의혹 터졌을때 더 신나했다 MMYtB7945k 김남국을 보면 전형적인 간신이다 전라도의 고민정 말데루 지방대학을 나와 아부 아니면 출세를 할수 없으니 조국에게 충성을 하다가 이재명에게 붙어서 간과 쓸개를 팔고있다 전형적인 훈요십조 다
12222,이재명이 싫지만 잠시 잊고 충고한다면 말은 그만하고 행동으로 보여줬으면 한다 자진출두해서 조사를 받던지 변호사비용 지불한 근거를 제시하던지 아들앞으로 재산은 얼마인지 점이라던지 의혹많잖아 입으로 흠없단 말만 하지말고 행동으로 보여봐 이재명 말로만하지말고
12293, iesxxx0124xx pkjang77 이낙연을 지지하지 않아서가 아니죠 이재명의 범죄의혹에 입닫고있기때문이죠 변호사비대납이나 재판거래나 배임등등 또 기울어진 경선에 승복하고 원팀하라는둥 이재명 편들면 끝장입니다
12399,이재명의 변호사비 비슷한일이 교회 십일조에도 비슷한 일이 있었지 아주 큰 어느교회에서 십일조 내역을 발표했는데 담임목사 연봉이 역산된거야 수억대였던가 그래 논란이되자 교회 교직자 전원의 십일조 합계라고 변명했는데 그렇게했더니 법정최저임금도 안되는 월급이였다지 
12554, TheMinjoo_Kr 이대로 쭉 가라 윤석열이 감사해 할거다 윤석열에 개 털릴일만 남았네 대장동 백현동 위례신도시 변호사비 대납 전과4범 형ㆍ형수에게 한 쌍욕 국민들은 이재명에게 다 돌아섰어 문재인 정부에 반기드는 송영길 ㆍ이재명 더 미련없다고 절대_이재명은_안찍는다
12660,김남국 이재명 대장동 변호사비 의혹 터졌을때 더 신나했다 AxNrgfdU3n
12664,검찰 수사 이재명 변호사비 관련 의혹 A to Z 출처 신동아 네이버 jHFh7uAc5D
12746,김남국 이재명 대장동 변호사비 의혹 터졌을때 더 신나했다 WR3otL2LYI 남국이 답다 
12899, pangliver TheMinjoo_Kr 아무리 나라가 썩었어도 이놈은 아니다 이런 놈이 어떻게 나라의 얼굴이 되느냐 찢빠들 정신 차려라 나라를 팔아먹어도 유만분수지 이런놈을 앞장세우냐 이재명 구속 윤석열 구속 Ja4DBrLlAH 이재명의 급소는 변호사비 대납 의혹 출처 더불어 사 tU9SMNvclB
12901,베네수엘라 급행열차 아무리 나라가 썩었어도 이놈은 아니다 이런 놈이 어떻게 나라의 얼굴이 되느냐 찢빠들 정신 차려라 나라를 팔아먹어도 유만분수지 이런놈을 앞장세우냐 이재명 구속 윤석열 구속 Ja4DBrLlAH 이재명의 급소는 변호사비 대납 의혹 tU9SMNvclB
12939, patriamea 아무리 나라가 썩었어도 이놈은 아니다 이런 놈이 어떻게 나라의 얼굴이 되느냐 찢빠들아 정신좀 차려라 나라를 팔아먹어도 유만분수지 이런놈을 앞장세우냐 이재명 구속 윤석열 구속 Ja4DBrLlAH 이재명의 급소는 변호사비 대납 의혹 출처 더불어 사 tU9SMNvclB
