tweet,date,retweets_count,link
 Jaemyung_Lee 안녕하세요 후보님 문재인 대통령을 응원했던 사람이지만 이번에 완수하지 못한 개혁과제 완수해 주시길 바랍니다 권력기관 개혁 언론개혁 경제 민주화 교육의 국가책임 강화 등 코로나 국면으로 집중하지 못했던 지난 공약을 구체화시켰으면 합니다 국민과 후보와의 쌍방향 소통 제안합니다 ,2021-11-19,0,https://twitter.com/NAJT4RqNaYEOBmH/status/1461491730717425668
우리는 훌륭한 대통령 한 분이 얼마나 빠른 시간 내에 국격을 올려놓을 수 있는지 문 푸르를 통해 보았다 동시에 권력기관 정당정치의 오염으로 그동안 그들만의 잔치를 벌여온 것 뻔뻔한 사법부의 부패도 이재명을 통해 알게 되었다 모든 부패의 배후 언론개혁이 촛불의 다음 목표가 되어야 한다,2021-10-29,6,https://twitter.com/jedicat3/status/1454086437586935814
조국 장관을 아직도 욕하는 사람들이 보이는데 욕심 내려놓으세요 민정수석과 법무부장관 받아들인 건 대통령의 뜻이기도 하지만 본인이 검찰 등 권력기관 개혁의 소신 때문이지 정치적 이해관계나 특정 세력 지지를 위한 게 아니었다는 걸 왜 모르는 건지 대장 동건이나 이재명을 왜 자꾸 엮어들어가냐고 ,2021-10-16,0,https://twitter.com/showtime_kr/status/1449318692001517573
이낙연 후보님이 아니었으면 검찰 등의 권력기관 개혁 법안 통과 못 시켰음 추미애 이해찬 송영길 당 대표로서 뭐 했나요 검찰개혁의이라도 이룬 게 있나요 전과 4범 이재명은 검수와는 박도 시기 상조라며 필요한지도 공감 못하겠다고 말하며 윤석열 비호하는 발언이나 하고 똑바로 보세요 svFIKnucMn,2021-10-03,3,https://twitter.com/lwt55dgcha1/status/1444351430572183553
