,tweet
585,김종인 윤석열과 연락 끊고 합류 거부 찬바람 심상찮다 다음 뉴스 金 이준석 통해 내 이름 올리지 말라 尹 총괄선대위원장 없이 갈 수도 끝내 갈라서는 최악의 상황도 대비 mXmWXknKbg
594,윤석열 목포 폭탄주 오락가락 언론 대응에 선대위 혼선 까지 RX5U7hefVW
599,김종인 윤석열과 연락 끊고 합류 거부 찬바람 심상찮다 EQvnrrkSyj 냉랭한 김종인 더 이상 할 말 없다 金 이준석 통해 내 이름 올리지 말라 김종인과 갈등 감추지 않은 윤석열 尹 총괄선대위원장 없이 갈 수도 끝내 갈라서는 최악의 상황도 대비 
618, ojg4008 woomitkfkd 김한길의 영입은 수단과 방법을 가리지 않는 공작 달인들의 술수다 이로서 양심있는 국민은 정치철학 보다 대통령이 우선인 윤석열을 절대 지지하지 않을 것이다 김한길이 윤석열 선대위 참여는 이재명이 정권교체 민심을 끓어 안을 기회를 더 많이 갖게 될 것이다
623,윤석열 목포 폭탄주 오락가락 언론 대응에 선대위 혼선 까지 RX5U7hefVW
624, 단독 김종인 이준석 만나 패싱 에 격노 윤석열 선대위 덜컹 KD0fBwM4mR
627, 단독 김종인 이준석 만나 패싱 에 격노 윤석열 선대위 덜컹 YTN SBLqm80hrZ 출처 YouTube
642, 2022 대선 이슈 3김 선대위 이상기류 윤석열 시간 더 필요 김종인 요청에도 김병준 인선 확정 선대위 출범 박차 87FUfmtaaT
671,잘 하는 짓이다 이준석 팽시키고 권성동 장제원이 당을 개편 혹 국민의 당 안철수와 단일화 윤석열 김종인 총괄선대위원장 임명 보류 이상 기류냐 일시 연기냐 8mhav55vnf
679,우리가 언론이다 정보공유운동 전 민주당쓰레기합류한 3김선대위 외인부대 잡탕밥 홍준표가 해냈다 윤석열 저격수 복귀 선대위는 잡탕밥 역대급 팩폭에 국민의 힘도 아사리판 인증 4vAnuNNXab 출처 YouTube
691, 단독 김종인 이준석 만나 패싱 에 격노 윤석열 선대위 덜컹 다음 뉴스 2fvRKyFwNz 김종인 전 국민의힘 비상대책위원장이 이준석 대표와 만나 패싱에 격노했다고 오늘 YTN이 보도했습니다 이로서 윤석열 선대위는 흔들릴 처지에 놓였습니다
692,윤석열 김종인 총괄선대위원장 임명 보류 이상 기류냐 일시 연기냐 aaGYlMRaLT
720, YoungpyoHong 민주당 선대위는 지금 다들 손절인 지 도망인 지 하나 둘 눈치게임처럼 빠져나가던데 민주당 후보가 윤석열한테도 지지율에서 지는데 어떻게 원팀이 되겠어요 비호감도만 높은 민주당 후보 빨리 교체해야 이길 거예요 남 구경 전에 내 티끌 보시길 
730,비열한 거리의 배신자들 윤석열 후보 김종인 김병준 김한길 선대위 발표 김한길 새시대준비위원장 결론은 정권교체 2slLnRpkmD 출처 YouTube
763,꼰대들 꼰대질 잘하고있음 윤석열의 3김 선대위 제동 김종인 더 할 얘기 없어 다음뉴스 hbYWYYX5AB
804,나경원 윤석열 선대위에 내 자리가 있다면 내놓겠다 B7Jf4oa4LM 뉴스만 보면 대체 김종인은 뭘 노리나 자신 없으면 빨리 못하겠다고 해라 옹고집과 과거의 카리스마로는 안된다 
814,윤석열 목포 폭탄주 오락가락 언론 대응에 선대위 혼선 까지 QJOFuQr4XS
889,윤석열 선대위 총괄 김종인에 이해찬 등판론 선긋는 이재명 출처 머니투데이 네이버 뉴스 zPQdLunq0G
916,윤석열 목포 폭탄주 오락가락 언론 대응에 선대위 혼선 까지 다음뉴스 CUD9BRtpoO
922,윤석열 선대위 빨리 들어가주세요 나경원 선대위 내 자리있다면 작은 자리도 내놓겠다 다음뉴스 7vuZGoeXWn
949, 단독 윤석열 후보 김종인 총괄선대위원장 선대위 합류 거부 다음뉴스 9u4IaPoVQY
974,윤석열은 낭독도 낭독이지만 내용도 엉망이었다 수사만 요란하고 뜬구름만 잡는 아무말 대잔치 선대위에 제대로된 연설문 하나 작성해 줄 인물이 없다는 증거 혹시 쥴리가 써준 건희 그런 건희 이재명 연설 kqgBuuZ1Kk 윤석열 낭독 qn0mPAIsgf
978,윤석열 김종인 총괄선대위원장 추대 부결 홍준표 선택할까 브레이크뉴스 ioghsvYgzY
1018,세상에 이런 일이 김한길이 국민의힘에 입당하여 윤석열 선대위에 합류한다고 민주당 국회의원 시작 gt 노무현대통령 시절 장관 gt 민주당 대표까지 한분이 할짓인가 지금도 권력이 갖고 싶나 만일 그런다면 그것은 스스로 망신 당하는 행위이며 故 노무현대통령과 국민에 대한 배신행위이다 
1057,나경원 전 국회의원께서는 윤석열후보의 대선패배를 예측하시어 선대위 불참을 선언하시었다 한발빠른 손절은 성공의 지름길인 것을 
1068,윤석열 김종인 이상기류 김 선대위 인선안에 더 할 말 없다 n5TdABLSZu 누가보면 김종인이 대선 후보인줄 
1075, AjaAjaJaem8888 les_ted 김병민 국민의힘 선대위 대변인은 윤석열 후보는 지난 10일 있있었던 목포횟집 만찬 후 개인 식사 비용을 지불했으며 개누리 것들은 입에서 나오면 거짓말이구나 저거 타고난 능력 같은데 사기꾼들에게 주로 발달한 저 능력 
1104,이준석 대표 윤석열 후보한테 당 주도권 뺏김 김종인 총괄선대위원장 윤석열 후보한테 팽당함 복수를 다짐하며 연합
1150,나경원 윤석열 선대위 내 자리 있다면 양보 외부 영입 인사에 주라 출처 뉴스1 네이버 뉴스 P2OaYP1H8P 나경원 눈치하나는 알아주네 바로 도망가는거 봐라 
1172,2030한테 젊게 비춰지려고 지보다 더 늙은 애들만 줏어모아 선대위 꾸민다며 준석인 바쁘것다 늙은이들 수발들려면 딱하다 도리도리 윤석열 연설 침묵에 여권 비난 다음뉴스 SQke9W0FNJ
1188,하여튼 눈치 하난 기가 막히게 빠르단 말이야 나경원 윤석열 선대위 내 자리 있다면 양보 외부 영입 인사에 주라 출처 뉴스1 네이버 뉴스 717XAiVERu
1206,2부 요즘 누가 사람보고 표 찍나 윤석열 선대위 구성에서 진짜 빠진 것 2021 11 22 정치분석 8tIMXCOu8t 출처 YouTube
1212,나경원 윤석열 선대위 내 자리 있다면 양보 외부 영입 인사에 주라 출처 뉴스1 네이버 뉴스 VxnF2fFftT 양보라 썼지만 거절이라 읽으면 됩니다
1256,그 동안 윤석열이 뇌물종인을 상왕으로 모시려는 팔푼이짓을 심하게 깐 보람이 있네 김종인 尹 김병준과 와서 본인 얘기만 강한 불쾌감 선대위 안온다 출처 뉴스1 네이버 뉴스 45HSCPstph
1279,윤석열을 저 반열에 올려놓은 일등공신 추미애씨는 뭐하십니까 윤석열 공동선대위 추천합니다 
1314,이건 100 윤석렬 선대위의 잘못이다 이런거 쉴드치면 안돼 잘못한건 잘못한거다 윤석열 국민의힘 대선후보가 생방송 도중 2분 가량 침묵하는 해프닝이 벌어진 것을 두고 더불어민주당은 남자 박근혜 프롬프터 없이는 말 한 마디 못하는 후보 라고 공세에 나섰다 EE9LePTMQc
1379,윤석열 김종인 총괄선대위원장 임명 보류 이상 기류냐 일시 연기냐 vCUgHhKNbc
1453,오늘도 맨발 안진걸 급등 이재명 윤석열과 0 5 초접전 민주당 모두 매타버스 가 되어라 dnPakUVTZW 출처 YouTube 민주당선대위쇄신 지지율격차축소 매타버스운용제안 종합부동산세
1538,한주만에 13 p 좁혀져 요동 李 지지층 결집 尹 컨벤션 주춤 A0AZseP0X2 윤석열 40 이재명 39 5 초접전 정당 지지율도 민주당 상승 국민의힘 하락 유연해진 李의 변화 尹 선대위 갈등 등 영향 미친 듯 이번주도 다시 출렁일 가능성
1587,윤석열의 3김 김한길 김병준 에 대해서는 그리 거부감이 없다 헌데 김종인 부분에선 상당한 거부감이 느껴진다 결국 선대위에 주춤하며 시간을 달라한다 그냥 선대위에 참여안하는 김종인이었으면 한다 윤석열이 대권후보지 김종인이 대권후보냐 참 한심한 노인네다 주객전도 
1646,윤석열 목포 폭탄주 오락가락 언론 대응에 선대위 혼선 까지 출처 미디어오늘 네이버 뉴스 9yJTAA3XYb
1648,수행원들 식사비가 77 000원이 나왔으며 지난 20일 국민의힘 김병민 선대위 대변인은 이들 식사비 영수증을 윤석열 후보 본인 몫으로 지불했다고 제시한 것
1665,윤석열 선대위 기회 다음엔 역시 위기 시장흐름을 전혀 못읽고 이재명한테 심폐소생기회를 주고 잇어 술좀 그만 처먹어래도 
1709,윤석열 목포 폭탄주 오락가락 언론 대응에 선대위 혼선 까지 HCeX8gvbd4 eA84ZqgC4s
1732, 2iOZ52ktJh 윤석열 22일 이준석 김병준 상임선대위원장 인사안 보고 金 하루 이틀 시간 더 달라 하셨다 尹 김병준 때문이냐 질문에는 정확히 모른다 뭔 이리 추근추근 추접스럽게 당신은 윤한테 팽 당한거야 
1801, ael_ael 이분은 남편과 아들 모두 법조인이고 남편이 원래 윤석열이 검찰총장이던 시절부터 친했어요 국힘 선대위 들어갈때부터 여성피해자들한테 성범죄 당했거나 억울하면 신고하라고 했던 분임 
1812, 김종인 총괄선대위원장이 윤석열 후보에게 하루이틀 시간을 더 달라고한 것에 대해 윤 후보가 이를 거부하고 김한길 김병준 위원장 체제로 가기로 전격 결심했다 XfgdStRrCZ
1835,오 사실이라면 윤석열 정치판에 들어와서 처음으로 한국정치에 크게 기여했다 김종인 넝감 제거 한국정치에 나름 중요한 전환점이라고 봐 김종인 尹 김병준과 와서 본인 얘기만 강한 불쾌감 선대위 안온다 출처 뉴스1 네이버 뉴스 zpsy2tr0CI
1843,김종인 野 선대위 합류 보류 fJLeWuvASC 윤석열 국민의힘 대선후보가 김종인 전 국민의힘 비상대책위원장을 총괄선대위원장에 인선했다고 공식 발표한지 하루만에 김 전 위원장이 선대위 합류 최종결단을 보류한 사실이 드러났습니다 김종인
1867, NqNG7anSU2 윤석열 40 이재명 39 5 초접전 정당 지지율도 민주당 상승 국민의힘 하락 유연해진 李의 변화 尹 선대위 갈등 등 영향 미친 듯 이번주도 다시 출렁일 가능성 한주에 13 p 가 왜 벌어졌는지는 기레기 니들 분석 안하냐 표본 과표집 
