,tweet
7399,RT ohmynews_korea 윤석열도 국민의힘도 말할 수 없는 그 이름 김건희 윤석열 박현광 기자 WiknGKB0MH 본논객 어째 둘다 검찰이나 공수처의 포토라인에 설때는 변장하고 입장할것 같다 떳떳하다 하였으니당당하게 검찰수사에 임하라 
7475,민주당은 후보교체 되면 살지만 국힘은 후보교체 되면 대혼란에 빠질거라는 생각 중장년층 표 분산 많이 되지 않을까 만에하나 공수처가 윤석열을 쳐서 국힘 교체가 먼저 일어나면 개인적으로 이재명이 살 확률이 높다고 보는편 
7497,당내에서 정당한 절차에 의해 후보가 바뀌지 않는이상 구속수사등으로 윤석열 이재명 누구도 날리진 못할거란 생각 특히 윤석열만 공수처가 날렸다간 국힘이 전면투쟁 들어가지 선거기간 내내 대장동귀신에 붙들려 가느냐 고발사주귀신에 붙들려 가느냐 싸움 아닐까 물론 전자가 비교불가 아프지 
8129,기레기들아 이 방송 듣고 뭔가 느낄려나 줄 잘서라 잉 김건희 주가조작 소환임박 SK최기원과 화천대유와 수상한거래 윤석열 수사 공수처 독기품었다 lLANZUH1jo via YouTube
8141,석렬아 자수해서 광명찾아라 대통령놀이는 몇일 남지 않은것 같다 대한민국 기레기들아 이방송보고 조 잡고 반성해라 김건희 주가조작 소환임박 SK최기원과 화천대유와 수상한거래 윤석열 수사 공수처 독기품었다 lLANZUH1jo via YouTube
8357,윤석열 외통수 걸렸다 저축은행 특검에 대흥분 손혜원 의원 한동훈씨 말은 똑바로 하셔야지요 dSmBZnRiR1 출처 YouTube 아니 이자들이 검찰 권력을 가지고 뭘 했던거여 이거야 말고 특검감이고 공수처 수사감 아니냐 
8503,윤석열장모와 부인 수사하는 검사들을 공수처에 고발할 사람은 없나 수사자체를 제대로 안했다는거는 직무유기잖아 공수처 생기고도 검사들 바뀐거없다 수사 제대로 안하고 직무유기하면 처벌받는다는걸 알려줘야한다 
8578,국짐당 경선 효과와 윤석열에게 유리하게 설계된 응답율 한자리 지지율에 들떠 까부는 쓰레기들 보면서 기가 찬다 마치 이대로 가면 권력을 잡을것 같으니 밥그릇 싸움질하는 꼴이 가관이다 지은 죄 많은 윤석열은 공수처가 기소하면 그날부로 끝이다 야당탄압 조슬까세요 TuyU354VSi
8706,대추나무에 연 걸리듯 윤석열 관련 다양한 사건들에서 혐의를 받고 있다 국민의힘은 공수처가 윤석열을 표적 삼고 있다는 취지로 비판하지만 김진욱 공수처장 공수처는 살아있는 권력을 수사하는 기관이다 판사사찰 문건 의혹 사건도 고심 끝에 결정한 것이다 
8741,검찰 윤석열 장모의 사문서 위조 혐의 수사 안했다 최은순씨 모해위증 사건 불기소결정서 살펴보니 수사하기 싫었나 총 27개 혐의 중 4개만 언급 핵심 빠져 핵심은 이익금 분배 약정서 위조와 위증 교사 복수의 육성 직접증언 불채택 UU6mXpVgQG 공수처가 검사들과 최씨 수사해야
8826, OhmyNews_Korea 윤석열이 선거 앞두고 거짓말을 했으니 선거관리위원회는 선거법위반으로 검찰 고발 공수처 고발 들어가야 맞다 
8888,민주당 박주민과 김용민을 위원장으로 윤석열 일가 부정부패 국민검증 특위 구성 이수진 이게 윤석열식 공정과 상식이냐 검찰은 이정필 검거와 권오수 구속 공수처는 윤석열 직접조사 착수 조성은 손준성은 작년 12월 법정에서 윤석열 지시에 따랐다고 진술했다 0xSW63vYHi
9095,처음부터 헛다리 잡고 꼼수 부리니 당연한 결과지 공수처가 고발당할 차례라던데 스텝 꼬인 공수처 고발사주 수사 윤석열 손준성 역공세 OrsuGaZaLQ
9168,이재명 지시에 민주당 팽팽 돌아가네 이정필 검거와 공수처 수사로 윤석열 김건희 큰일났다야 THuWQsPpy4 YouTube
9274, 문화예술의전당 윤석열 손준성 영장 기각에 공수처인가 공작처인가 머니투데이 윤석열 죽이기 對 안철수 죽이기 메멘토 모리 Memento mori nbaICthFjl
9350,스텝 꼬인 공수처 고발사주 수사 윤석열 손준성 역공세 다음 뉴스 piASvOqYUn
9484, 영상 토리 아빠 윤석열 반려동물 진료비 표준화 추진하겠다 다음 뉴스 Mq4SQleXQu 이재명후보가했던것아닌가 쑈좀그만해진짜적폐비리덩어리보기싫은데공수처나사법부답답한행보죄를졌음여야없이성역없이수사조사구속당연하다눈치보냐 잡아들이라고 피고인집안
9488, Kooppua 공수처 검사들 뭐 하고 있나 검찰 고발사주 국기문란 혐의 전 검찰총장 윤석열 당장 소환 조사하라 
9492,공수처장은대선에상관없이윤석열비리에대해철저히조사해서죄상이나오면나오는대로일체의주저함없이구속수사가답이다죄가있는데도선거후로결론짓는일을해서는역사의죄를짓는일이다 우리는이명박을경험했는데또다시역사의죄를덥어서나라에재앙을불려일으켜서그피해를우리국민들이다뒤집어쓸수는없습니다
9571,1조원이상 민간 개발업자에 특혜를 주었 다는 의혹을 받는 막산 이재명은 성남 시장 출신이라 공수처 수사대상이 아니 라며 피해가고 윤석열은 검사라서 공수 처에 쥐어 터지고 있는 현실을 보면 웃 기지도 않은데 공수처 수사 대상에는 공직자가 사기친 금액 범위도 넣어야 하는거 아닌가 싶다 
9579,장기표 공수처가 윤석열 선거운동 열심히 해주는 것 같다 4uhpLPeVnX 공수처가 윤석열 후보 표적수사 애초에 좌파들은 그런데 이용하려고 공수처 만든거다 그런데 국민을 이길 거 같나 
9619, 법무부와 대검은 할일이그렇게 없나 국민의힘 공수처 윤석열 집단 스토킹 공작 수사 심해져 법조계 위법한 방식 하청 감찰 비판 국민의힘 공수처 아닌 윤수처 집착과 Z4Iy4zOOEV
9624,손혜원 등판에 박살나는 한동훈의 혓바닥 손준성의 자백 윤석열이 이렇게 지저분한 일을 지시했어요 eNqp9cjmNY 출처 YouTube 검찰업무 계좌사찰 판사사찰 청부고발 기소된 후보는 사퇴각 김진욱의 선택은 기소하면 강력한 공수처 불기소해도 매국정권이 공수처 해체 
9728,윤석열의 처와 장모의 사기사건 담당 판사가 나경원 남편이란다 시민단체가 우리나베를 13차례 고발을 했는데도 윤썩렬이 수사를 안하니깐 미국의 ieee가 나섰단다 공수처는 당장 윤춘장과 처와 장모 를 구속수사하라 51tvzj1oow
9935, 윤석열 잡기 혈안된 공수처에 윤석열 구하기 적극 나선 보수 시민단체 mEI254QWRj
9948,민주당 피의사실 유포 혐의로 대장동 수사검사 공수처 고발 u023NbG2U6 정치 개검 잔당 곳곳에 암약 부수조작 쓰레기와 국민 이간질 혐오 일삼는 간자 분담 한통속인 것 같아요 조중동 윤석열 일가 온갖 의혹 감시 잘 해 국힘 선거 비즈니스 잘 뒤져 알려야지 
9999,민주당은 권성동의 국민의힘 사무총장 임명을 매우 심각하게 받아들여야 할 필요가 있다 지금은 부산저축은행 당시 수사 관련하여 윤석열에 대한 수사 필요성이 제기되는 시점이기 때문이다 공수처와 검찰은 과연 윤석열을 대선 전에 기소할 의지는 있는가 
10140, 윤석열 잡기 혈안된 공수처에 윤석열 구하기 적극 나선 보수 시민단체 QFzF0hd22S 아무 죄도 없는 데 저놈들 처럼 죄를 만들겠나 윤가놈 처럼 무슨 구하기 웃기지 말라 
10149, 주가조작 권오수 구속되었다 김건희 계좌관리 핵심 이씨도 잡히고 개미들 피눈물 주가조작 혐의 중심에 미래의 영부인 김건희 소환임박이 초미의 귀추다 한편 공수처 계류중인 윤석열 여러건도 수사 활기 분주하다 fQtiqNk3U5
10159,검찰 윤석열 장모의 사문서 위조 혐의 수사 안했다 모해위증 사건 불기소결정서 살펴보니 총 27개 혐의중 4개만 언급 핵심 빠져 윤석열 장모 불기소 에 정대택 검찰이 4가지만 수사하자 제안 검찰의 축소 부실수사 주장하며 재정신청서 접수 공수처 고발도 예고 7EplWF1z9m
